,query_id,statute_id,title_list,section_list,heading_list,content_list,distance_list
0,5,247,Landlord and Tenant Act 1985,s.10(1),Fitness for human habitation,"In determining for the purposes of this Act whether a house [F2or dwelling] is unfit for human habitation, regard shall be had to its condition in respect of the following mattersâ  repair, stability, freedom from damp, internal arrangement, natural lighting, ventilation, water supply, drainage and sanitary conveniences, facilities for preparation and cooking of food and for the disposal of waste water; in relation to a dwelling in England, any prescribed hazard; and the house dwelling shall be regarded as unfit for human habitation if, and only if, it is so far defective in one or more of those matters that it is not reasonably suitable for occupation in that condition. ",0.2835145592689514
1,5,784,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(15),"Domestic hygiene, pests and refuse","(1) Poor design, layout or construction such that the dwelling or HMO cannot readily be kept clean. (2) Exposure to pests. (3) An inadequate provision for the hygienic storage and disposal of household waste.",0.3340449929237366
2,5,780,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(11),Crowding and space,11. A lack of adequate space for living and sleeping.,0.3456587791442871
3,5,7,Housing Act 1996,s.177(1),Whether it is reasonable to continue to occupy accommodation,"It is not reasonable for a person to continue to occupy accommodation if it is probably that this will lead to violence or domestic abuse against him, or against a person who normally resides with him as a member of his family, or any other person who might reasonably be expected to reside with him.",0.3629456162452698
4,5,2,Housing Act 1996,s.175(2),Homelessness and threatened homelessness,"A person is also homeless if he has accommodation but he cannot secure entry to it or it consists of a moveable structure, vehicle or vessel designed or adapted for human habitation and there is no place where he is entitled or permitted both to place it and to reside in it.",0.36350536346435547
5,5,762,Landlord and Tenant Act 1985,s.9A(1)(a),Fitness for human habitation of dwellings in England,"In a lease to which this section applies of a dwelling in England, there is implied a covenant by the lessor that the dwelling is fit for human habitation at the time the lease is granted or otherwise created or, if later, at the beginning of the term of the lease.",0.36607569456100464
6,5,763,Landlord and Tenant Act 1985,s.9A(1)(b),Fitness for human habitation of dwellings in England,â¦and will remain fit for human habitation during the term of the lease.,0.37368348240852356
7,5,315,Social Housing (Regulation) Act 2023,n.42.1,Awaab's Law Note,"Awaab's Law, introduced in the Social Housing (Regulation) Act 2023, introduced Section 10A of the Landlord and Tenant Act 1985. It also added a definition of 'fit for human habitation'.",0.38780373334884644
8,5,1,Housing Act 1996,s.175(1),Homelessness and threatened homelessness,"A person is homeless if he has no accommodation available for his occupation, in the United Kingdom or elsewhere, which he is entitled to occupy by virtue of an interest in it or by virtue of an order of a court, has an expressed or implied licence to occupy, or occupies as a residence by virtue of any enactment or rule of law giving him the right to remain in occupation or restricting the right of another person to recover possession.",0.39087674021720886
9,5,95,Housing Act 1996,s.191(1),Becoming homeless intentionally,A person becomes homeless intentionally if he deliberately does or fails to do anything in consequence of which he ceases to occupy accommodation which is available for his occupation and which it would have been reasonable for him to continue to occupy.,0.3961460292339325
