,query_id,statute_id,title_list,section_list,content_list
0,5,247,Landlord and Tenant Act 1985,s.10(1),"In determining for the purposes of this Act whether a house [F2or dwelling] is unfit for human habitation, regard shall be had to its condition in respect of the following mattersâ  repair, stability, freedom from damp, internal arrangement, natural lighting, ventilation, water supply, drainage and sanitary conveniences, facilities for preparation and cooking of food and for the disposal of waste water; in relation to a dwelling in England, any prescribed hazard; and the house dwelling shall be regarded as unfit for human habitation if, and only if, it is so far defective in one or more of those matters that it is not reasonably suitable for occupation in that condition. "
1,5,784,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(15),"(1) Poor design, layout or construction such that the dwelling or HMO cannot readily be kept clean. (2) Exposure to pests. (3) An inadequate provision for the hygienic storage and disposal of household waste."
2,5,780,The Housing Health and Safety Rating System (England) Regulations 2005,Sch 1(11),11. A lack of adequate space for living and sleeping.
3,5,7,Housing Act 1996,s.177(1),"It is not reasonable for a person to continue to occupy accommodation if it is probably that this will lead to violence or domestic abuse against him, or against a person who normally resides with him as a member of his family, or any other person who might reasonably be expected to reside with him."
4,5,2,Housing Act 1996,s.175(2),"A person is also homeless if he has accommodation but he cannot secure entry to it or it consists of a moveable structure, vehicle or vessel designed or adapted for human habitation and there is no place where he is entitled or permitted both to place it and to reside in it."
5,5,762,Landlord and Tenant Act 1985,s.9A(1)(a),"In a lease to which this section applies of a dwelling in England, there is implied a covenant by the lessor that the dwelling is fit for human habitation at the time the lease is granted or otherwise created or, if later, at the beginning of the term of the lease."
6,5,763,Landlord and Tenant Act 1985,s.9A(1)(b),â¦and will remain fit for human habitation during the term of the lease.
7,5,315,Social Housing (Regulation) Act 2023,n.42.1,"Awaab's Law, introduced in the Social Housing (Regulation) Act 2023, introduced Section 10A of the Landlord and Tenant Act 1985. It also added a definition of 'fit for human habitation'."
8,5,1,Housing Act 1996,s.175(1),"A person is homeless if he has no accommodation available for his occupation, in the United Kingdom or elsewhere, which he is entitled to occupy by virtue of an interest in it or by virtue of an order of a court, has an expressed or implied licence to occupy, or occupies as a residence by virtue of any enactment or rule of law giving him the right to remain in occupation or restricting the right of another person to recover possession."
9,5,95,Housing Act 1996,s.191(1),A person becomes homeless intentionally if he deliberately does or fails to do anything in consequence of which he ceases to occupy accommodation which is available for his occupation and which it would have been reasonable for him to continue to occupy.
