,query_id,statute_id,title_list,section_list,content_list
0,2,799,Landlord and Tenant Act 1985,s.11(1)(a),"In a lease to which this section applies there is implied a covenant by the lessor to keep in repair the structure and exterior of the dwelling-house (including drains, gutters and external pipes)."
1,2,253,Landlord and Tenant Act 1985,s.11(1),"(1)In a lease to which this section applies (as to which, see sections 13 and 14) there is implied a covenant by the lessorâ  (a)to keep in repair the structure and exterior of the dwelling-house (including drains, gutters and external pipes),  (b)to keep in repair and proper working order the installations in the dwelling-house for the supply of water, gas and electricity and for sanitation (including basins, sinks, baths and sanitary conveniences, but not other fixtures, fittings and appliances for making use of the supply of water, gas or electricity), and  (c)to keep in repair and proper working order the installations in the dwelling-house for space heating and heating water."
2,2,801,Defective Premises Act 1972,s.4(1),"Where premises are let under a tenancy which puts on the landlord an obligation to the tenant for the maintenance or repair of the premises, the landlord owes to all persons who might reasonably be expected to be affected by defects in the state of the premises a duty to take such care as is reasonable in all the circumstances to see that they are reasonably safe from personal injury or from damage to their property caused by a relevant defect."
3,2,802,Defective Premises Act 1972,s.4(2),The said duty is owed if the landlord knows (whether as the result of being notified by the tenant or otherwise) or if he ought in all the circumstances to have known of the relevant defect.
4,2,818,Building Safety Act 2022,s.123(2)(b),"A ""remediation order"" may require a relevant landlord to take specified relevant steps in relation to a specified relevant defect in a specified relevant building by a specified time."
5,2,267,Landlord and Tenant Act 1985,s.13(1),"Section 11 (repairing obligations) applies to a lease of a dwelling-house granted on or after 24th October 1961 for a term of less than seven years.  But in the case of a dwelling-house in Wales, section 11 does not apply if the dwelling-house is subject to an occupation contract (for provisions about repairing obligations in the case of occupation contracts, see Part 4 of the Renting Homes (Wales) Act 2016 (anaw 1)).  In this section, âoccupation contractâ has the same meaning as in the Renting Homes (Wales) Act 2016 (see section 7 of that Act)."
6,2,411,"Anti-social Behaviour, Crime and Policing Act 2014",s.47(2),"The relevant local authority may have work carried out to ensure that the failure is remedied, but only on land that is open to the air."
7,2,1052,Rent Act 1977,s.3(2),(2) It shall be a condition of a statutory tenancy of a dwelling-house that the statutory tenant shall afford to the landlord access to the dwelling-house and all reasonable facilities for executing therein any repairs which the landlord is entitled to execute.
8,2,257,Landlord and Tenant Act 1985,s.11(3),"In determining the standard of repair required by the lessorâs repairing covenant, regard shall be had to the age, character and prospective life of the dwelling-house and the locality in which it is situated."
9,2,247,Landlord and Tenant Act 1985,s.10(1),"In determining for the purposes of this Act whether a house [F2or dwelling] is unfit for human habitation, regard shall be had to its condition in respect of the following mattersâ  repair, stability, freedom from damp, internal arrangement, natural lighting, ventilation, water supply, drainage and sanitary conveniences, facilities for preparation and cooking of food and for the disposal of waste water; in relation to a dwelling in England, any prescribed hazard; and the house dwelling shall be regarded as unfit for human habitation if, and only if, it is so far defective in one or more of those matters that it is not reasonably suitable for occupation in that condition. "
